center,left,right,steering,throttle,brake,speed
sharp_turn/center_2017_02_10_10_45_45_077.jpg, sharp_turn/left_2017_02_10_10_45_45_077.jpg, sharp_turn/right_2017_02_10_10_45_45_077.jpg, -0.651264, 0, 0, 4.699671
sharp_turn/center_2017_02_10_10_45_45_190.jpg, sharp_turn/left_2017_02_10_10_45_45_190.jpg, sharp_turn/right_2017_02_10_10_45_45_190.jpg, -0.992694, 0, 0, 4.55348
sharp_turn/center_2017_02_10_10_45_45_308.jpg, sharp_turn/left_2017_02_10_10_45_45_308.jpg, sharp_turn/right_2017_02_10_10_45_45_308.jpg, -1, 0, 0, 4.454422
sharp_turn/center_2017_02_10_10_45_45_409.jpg, sharp_turn/left_2017_02_10_10_45_45_409.jpg, sharp_turn/right_2017_02_10_10_45_45_409.jpg, -0.6976719, 0, 0, 4.425756
sharp_turn/center_2017_02_10_10_45_45_523.jpg, sharp_turn/left_2017_02_10_10_45_45_523.jpg, sharp_turn/right_2017_02_10_10_45_45_523.jpg, -0.606187, 0, 0, 4.388628
sharp_turn/center_2017_02_10_10_45_45_640.jpg, sharp_turn/left_2017_02_10_10_45_45_640.jpg, sharp_turn/right_2017_02_10_10_45_45_640.jpg, -1, 0, 0, 4.255863
sharp_turn/center_2017_02_10_10_45_45_757.jpg, sharp_turn/left_2017_02_10_10_45_45_757.jpg, sharp_turn/right_2017_02_10_10_45_45_757.jpg, -0.9457598, 0, 0, 4.168128
sharp_turn/center_2017_02_10_10_45_45_858.jpg, sharp_turn/left_2017_02_10_10_45_45_858.jpg, sharp_turn/right_2017_02_10_10_45_45_858.jpg, -0.6444669, 0, 0, 4.143288
sharp_turn/center_2017_02_10_10_45_45_976.jpg, sharp_turn/left_2017_02_10_10_45_45_976.jpg, sharp_turn/right_2017_02_10_10_45_45_976.jpg, -0.754438, 0, 0, 4.07984
sharp_turn/center_2017_02_10_10_45_46_078.jpg, sharp_turn/left_2017_02_10_10_45_46_078.jpg, sharp_turn/right_2017_02_10_10_45_46_078.jpg, -0.71767, 0, 0, 4.013661
sharp_turn/center_2017_02_10_10_45_46_191.jpg, sharp_turn/left_2017_02_10_10_45_46_191.jpg, sharp_turn/right_2017_02_10_10_45_46_191.jpg, -0.378475, 0, 0, 3.980986
sharp_turn/center_2017_02_10_10_45_46_292.jpg, sharp_turn/left_2017_02_10_10_45_46_292.jpg, sharp_turn/right_2017_02_10_10_45_46_292.jpg, -0.4302822, 0, 0, 3.935553
sharp_turn/center_2017_02_10_10_45_46_392.jpg, sharp_turn/left_2017_02_10_10_45_46_392.jpg, sharp_turn/right_2017_02_10_10_45_46_392.jpg, -0.7305821, 0, 0, 3.854115
sharp_turn/center_2017_02_10_10_45_46_508.jpg, sharp_turn/left_2017_02_10_10_45_46_508.jpg, sharp_turn/right_2017_02_10_10_45_46_508.jpg, -0.3810971, 0, 0, 3.817779
sharp_turn/center_2017_02_10_10_45_46_609.jpg, sharp_turn/left_2017_02_10_10_45_46_609.jpg, sharp_turn/right_2017_02_10_10_45_46_609.jpg, -0.6819671, 0, 0, 3.755821
sharp_turn/center_2017_02_10_10_45_46_712.jpg, sharp_turn/left_2017_02_10_10_45_46_712.jpg, sharp_turn/right_2017_02_10_10_45_46_712.jpg, -0.9917291, 0, 0, 3.656585
sharp_turn/center_2017_02_10_10_45_46_827.jpg, sharp_turn/left_2017_02_10_10_45_46_827.jpg, sharp_turn/right_2017_02_10_10_45_46_827.jpg, -1, 0, 0, 3.576507
sharp_turn/center_2017_02_10_10_45_46_942.jpg, sharp_turn/left_2017_02_10_10_45_46_942.jpg, sharp_turn/right_2017_02_10_10_45_46_942.jpg, -0.9450641, 0, 0, 3.525364
sharp_turn/center_2017_02_10_10_45_47_043.jpg, sharp_turn/left_2017_02_10_10_45_47_043.jpg, sharp_turn/right_2017_02_10_10_45_47_043.jpg, -0.68185, 0, 0, 3.503671
sharp_turn/center_2017_02_10_10_45_47_159.jpg, sharp_turn/left_2017_02_10_10_45_47_159.jpg, sharp_turn/right_2017_02_10_10_45_47_159.jpg, -0.2947149, 0, 0, 3.474529
sharp_turn/center_2017_02_10_10_45_47_271.jpg, sharp_turn/left_2017_02_10_10_45_47_271.jpg, sharp_turn/right_2017_02_10_10_45_47_271.jpg, 0, 0, 0, 3.42853
sharp_turn/center_2017_02_10_10_45_47_373.jpg, sharp_turn/left_2017_02_10_10_45_47_373.jpg, sharp_turn/right_2017_02_10_10_45_47_373.jpg, 0, 0, 0, 3.392448
sharp_turn/center_2017_02_10_10_45_47_476.jpg, sharp_turn/left_2017_02_10_10_45_47_476.jpg, sharp_turn/right_2017_02_10_10_45_47_476.jpg, 0, 0, 0, 3.35693
sharp_turn/center_2017_02_10_10_45_47_588.jpg, sharp_turn/left_2017_02_10_10_45_47_588.jpg, sharp_turn/right_2017_02_10_10_45_47_588.jpg, 0, 0, 0, 3.314783
sharp_turn/center_2017_02_10_10_45_55_377.jpg, sharp_turn/left_2017_02_10_10_45_55_377.jpg, sharp_turn/right_2017_02_10_10_45_55_377.jpg, 0, 0.4582651, 0, 2.143273
sharp_turn/center_2017_02_10_10_45_55_494.jpg, sharp_turn/left_2017_02_10_10_45_55_494.jpg, sharp_turn/right_2017_02_10_10_45_55_494.jpg, 0, 0.8111041, 0, 3.082672
sharp_turn/center_2017_02_10_10_45_55_609.jpg, sharp_turn/left_2017_02_10_10_45_55_609.jpg, sharp_turn/right_2017_02_10_10_45_55_609.jpg, 0.3449369, 1, 0, 4.43605
sharp_turn/center_2017_02_10_10_45_55_724.jpg, sharp_turn/left_2017_02_10_10_45_55_724.jpg, sharp_turn/right_2017_02_10_10_45_55_724.jpg, 0.6406769, 1, 0, 5.548344
sharp_turn/center_2017_02_10_10_45_55_842.jpg, sharp_turn/left_2017_02_10_10_45_55_842.jpg, sharp_turn/right_2017_02_10_10_45_55_842.jpg, 1, 1, 0, 6.790435
sharp_turn/center_2017_02_10_10_45_55_959.jpg, sharp_turn/left_2017_02_10_10_45_55_959.jpg, sharp_turn/right_2017_02_10_10_45_55_959.jpg, 1, 0.767575, 0, 7.960004
sharp_turn/center_2017_02_10_10_45_56_060.jpg, sharp_turn/left_2017_02_10_10_45_56_060.jpg, sharp_turn/right_2017_02_10_10_45_56_060.jpg, 0.8194571, 0.466303, 0, 8.579812
sharp_turn/center_2017_02_10_10_45_56_160.jpg, sharp_turn/left_2017_02_10_10_45_56_160.jpg, sharp_turn/right_2017_02_10_10_45_56_160.jpg, 0.6197742, 0.1647819, 0, 8.877649
sharp_turn/center_2017_02_10_10_45_56_274.jpg, sharp_turn/left_2017_02_10_10_45_56_274.jpg, sharp_turn/right_2017_02_10_10_45_56_274.jpg, 0.9602861, 0, 0, 8.727611
sharp_turn/center_2017_02_10_10_45_56_378.jpg, sharp_turn/left_2017_02_10_10_45_56_378.jpg, sharp_turn/right_2017_02_10_10_45_56_378.jpg, 0.798085, 0, 0, 8.601953
sharp_turn/center_2017_02_10_10_45_56_493.jpg, sharp_turn/left_2017_02_10_10_45_56_493.jpg, sharp_turn/right_2017_02_10_10_45_56_493.jpg, 1, 0, 0, 8.427881
sharp_turn/center_2017_02_10_10_45_56_595.jpg, sharp_turn/left_2017_02_10_10_45_56_595.jpg, sharp_turn/right_2017_02_10_10_45_56_595.jpg, 0.94402, 0, 0, 8.312642
sharp_turn/center_2017_02_10_10_45_56_696.jpg, sharp_turn/left_2017_02_10_10_45_56_696.jpg, sharp_turn/right_2017_02_10_10_45_56_696.jpg, 0.639298, 0, 0, 8.263137
sharp_turn/center_2017_02_10_10_45_56_810.jpg, sharp_turn/left_2017_02_10_10_45_56_810.jpg, sharp_turn/right_2017_02_10_10_45_56_810.jpg, 0.78601, 0, 0, 8.131283
sharp_turn/center_2017_02_10_10_45_56_912.jpg, sharp_turn/left_2017_02_10_10_45_56_912.jpg, sharp_turn/right_2017_02_10_10_45_56_912.jpg, 0.5957498, 0, 0, 8.072703
sharp_turn/center_2017_02_10_10_45_57_030.jpg, sharp_turn/left_2017_02_10_10_45_57_030.jpg, sharp_turn/right_2017_02_10_10_45_57_030.jpg, 0.7154558, 0, 0, 7.926546
sharp_turn/center_2017_02_10_10_45_57_142.jpg, sharp_turn/left_2017_02_10_10_45_57_142.jpg, sharp_turn/right_2017_02_10_10_45_57_142.jpg, 0.4244258, 0, 0, 7.869297
sharp_turn/center_2017_02_10_10_45_57_259.jpg, sharp_turn/left_2017_02_10_10_45_57_259.jpg, sharp_turn/right_2017_02_10_10_45_57_259.jpg, 0.02947289, 0, 0, 7.769446
sharp_turn/center_2017_02_10_10_45_57_376.jpg, sharp_turn/left_2017_02_10_10_45_57_376.jpg, sharp_turn/right_2017_02_10_10_45_57_376.jpg, 0, 0, 0, 7.666394
sharp_turn/center_2017_02_10_10_45_57_477.jpg, sharp_turn/left_2017_02_10_10_45_57_477.jpg, sharp_turn/right_2017_02_10_10_45_57_477.jpg, 0, 0, 0, 7.586798
sharp_turn/center_2017_02_10_10_45_57_577.jpg, sharp_turn/left_2017_02_10_10_45_57_577.jpg, sharp_turn/right_2017_02_10_10_45_57_577.jpg, 0, 0, 0, 7.508104
sharp_turn/center_2017_02_10_10_45_57_692.jpg, sharp_turn/left_2017_02_10_10_45_57_692.jpg, sharp_turn/right_2017_02_10_10_45_57_692.jpg, 0, 0, 0, 7.414715
sharp_turn/center_2017_02_10_10_45_57_816.jpg, sharp_turn/left_2017_02_10_10_45_57_816.jpg, sharp_turn/right_2017_02_10_10_45_57_816.jpg, 0, 0, 0, 7.322447
sharp_turn/center_2017_02_10_10_46_02_364.jpg, sharp_turn/left_2017_02_10_10_46_02_364.jpg, sharp_turn/right_2017_02_10_10_46_02_364.jpg, 0, 0, 0, 4.169193
sharp_turn/center_2017_02_10_10_46_02_477.jpg, sharp_turn/left_2017_02_10_10_46_02_477.jpg, sharp_turn/right_2017_02_10_10_46_02_477.jpg, -0.235629, 0, 0, 4.104363
sharp_turn/center_2017_02_10_10_46_02_594.jpg, sharp_turn/left_2017_02_10_10_46_02_594.jpg, sharp_turn/right_2017_02_10_10_46_02_594.jpg, -0.587358, 0, 0, 4.010936
sharp_turn/center_2017_02_10_10_46_02_711.jpg, sharp_turn/left_2017_02_10_10_46_02_711.jpg, sharp_turn/right_2017_02_10_10_46_02_711.jpg, -0.935412, 0, 0, 3.890682
sharp_turn/center_2017_02_10_10_46_02_828.jpg, sharp_turn/left_2017_02_10_10_46_02_828.jpg, sharp_turn/right_2017_02_10_10_46_02_828.jpg, -1, 0, 0, 3.793081
sharp_turn/center_2017_02_10_10_46_02_943.jpg, sharp_turn/left_2017_02_10_10_46_02_943.jpg, sharp_turn/right_2017_02_10_10_46_02_943.jpg, -1, 0, 0, 3.732126
sharp_turn/center_2017_02_10_10_46_03_060.jpg, sharp_turn/left_2017_02_10_10_46_03_060.jpg, sharp_turn/right_2017_02_10_10_46_03_060.jpg, -1, 0, 0, 3.660783
sharp_turn/center_2017_02_10_10_46_03_176.jpg, sharp_turn/left_2017_02_10_10_46_03_176.jpg, sharp_turn/right_2017_02_10_10_46_03_176.jpg, -1, 0, 0, 3.590723
sharp_turn/center_2017_02_10_10_46_03_294.jpg, sharp_turn/left_2017_02_10_10_46_03_294.jpg, sharp_turn/right_2017_02_10_10_46_03_294.jpg, -0.946756, 0, 0, 3.53847
sharp_turn/center_2017_02_10_10_46_03_408.jpg, sharp_turn/left_2017_02_10_10_46_03_408.jpg, sharp_turn/right_2017_02_10_10_46_03_408.jpg, -0.8936438, 0, 0, 3.484161
sharp_turn/center_2017_02_10_10_46_03_514.jpg, sharp_turn/left_2017_02_10_10_46_03_514.jpg, sharp_turn/right_2017_02_10_10_46_03_514.jpg, -1, 0.04399806, 0, 3.41564
sharp_turn/center_2017_02_10_10_46_03_630.jpg, sharp_turn/left_2017_02_10_10_46_03_630.jpg, sharp_turn/right_2017_02_10_10_46_03_630.jpg, -1, 0.392559, 0, 3.711503
sharp_turn/center_2017_02_10_10_46_03_744.jpg, sharp_turn/left_2017_02_10_10_46_03_744.jpg, sharp_turn/right_2017_02_10_10_46_03_744.jpg, -1, 0.3375362, 0, 4.194976
sharp_turn/center_2017_02_10_10_46_03_846.jpg, sharp_turn/left_2017_02_10_10_46_03_846.jpg, sharp_turn/right_2017_02_10_10_46_03_846.jpg, -1, 0.03051317, 0, 4.336716
sharp_turn/center_2017_02_10_10_46_03_962.jpg, sharp_turn/left_2017_02_10_10_46_03_962.jpg, sharp_turn/right_2017_02_10_10_46_03_962.jpg, -1, 0, 0, 4.272711
sharp_turn/center_2017_02_10_10_46_04_073.jpg, sharp_turn/left_2017_02_10_10_46_04_073.jpg, sharp_turn/right_2017_02_10_10_46_04_073.jpg, -1, 0.159894, 0, 4.413219
sharp_turn/center_2017_02_10_10_46_04_174.jpg, sharp_turn/left_2017_02_10_10_46_04_174.jpg, sharp_turn/right_2017_02_10_10_46_04_174.jpg, -0.849292, 0, 0, 4.398677
sharp_turn/center_2017_02_10_10_46_04_277.jpg, sharp_turn/left_2017_02_10_10_46_04_277.jpg, sharp_turn/right_2017_02_10_10_46_04_277.jpg, -0.539911, 0, 0, 4.374184
sharp_turn/center_2017_02_10_10_46_04_392.jpg, sharp_turn/left_2017_02_10_10_46_04_392.jpg, sharp_turn/right_2017_02_10_10_46_04_392.jpg, -0.290845, 0, 0, 4.329051
sharp_turn/center_2017_02_10_10_46_04_509.jpg, sharp_turn/left_2017_02_10_10_46_04_509.jpg, sharp_turn/right_2017_02_10_10_46_04_509.jpg, -0.6392651, 0, 0, 4.243232
sharp_turn/center_2017_02_10_10_46_04_626.jpg, sharp_turn/left_2017_02_10_10_46_04_626.jpg, sharp_turn/right_2017_02_10_10_46_04_626.jpg, -0.528904, 0, 0, 4.174012
sharp_turn/center_2017_02_10_10_46_04_746.jpg, sharp_turn/left_2017_02_10_10_46_04_746.jpg, sharp_turn/right_2017_02_10_10_46_04_746.jpg, -0.3705129, 0, 0, 4.138797
sharp_turn/center_2017_02_10_10_46_04_857.jpg, sharp_turn/left_2017_02_10_10_46_04_857.jpg, sharp_turn/right_2017_02_10_10_46_04_857.jpg, -0.516184, 0, 0, 4.068578
sharp_turn/center_2017_02_10_10_46_04_961.jpg, sharp_turn/left_2017_02_10_10_46_04_961.jpg, sharp_turn/right_2017_02_10_10_46_04_961.jpg, -0.2052431, 0, 0, 4.034256
sharp_turn/center_2017_02_10_10_46_05_079.jpg, sharp_turn/left_2017_02_10_10_46_05_079.jpg, sharp_turn/right_2017_02_10_10_46_05_079.jpg, -0.09913802, 0, 0, 3.97829
sharp_turn/center_2017_02_10_10_46_05_192.jpg, sharp_turn/left_2017_02_10_10_46_05_192.jpg, sharp_turn/right_2017_02_10_10_46_05_192.jpg, -0.4380661, 0, 0, 3.905955
sharp_turn/center_2017_02_10_10_46_05_295.jpg, sharp_turn/left_2017_02_10_10_46_05_295.jpg, sharp_turn/right_2017_02_10_10_46_05_295.jpg, -0.6420992, 0, 0, 3.829496
sharp_turn/center_2017_02_10_10_46_05_408.jpg, sharp_turn/left_2017_02_10_10_46_05_408.jpg, sharp_turn/right_2017_02_10_10_46_05_408.jpg, -0.3050551, 0, 0, 3.794932
sharp_turn/center_2017_02_10_10_46_11_161.jpg, sharp_turn/left_2017_02_10_10_46_11_161.jpg, sharp_turn/right_2017_02_10_10_46_11_161.jpg, 0.491913, 0, 0, 3.256541
sharp_turn/center_2017_02_10_10_46_11_278.jpg, sharp_turn/left_2017_02_10_10_46_11_278.jpg, sharp_turn/right_2017_02_10_10_46_11_278.jpg, 0.8440381, 0, 0, 3.167993
sharp_turn/center_2017_02_10_10_46_11_378.jpg, sharp_turn/left_2017_02_10_10_46_11_378.jpg, sharp_turn/right_2017_02_10_10_46_11_378.jpg, 1, 0, 0, 3.089543
sharp_turn/center_2017_02_10_10_46_11_497.jpg, sharp_turn/left_2017_02_10_10_46_11_497.jpg, sharp_turn/right_2017_02_10_10_46_11_497.jpg, 1, 0, 0, 3.029731
sharp_turn/center_2017_02_10_10_46_11_611.jpg, sharp_turn/left_2017_02_10_10_46_11_611.jpg, sharp_turn/right_2017_02_10_10_46_11_611.jpg, 1, 0, 0, 2.972157
sharp_turn/center_2017_02_10_10_46_11_712.jpg, sharp_turn/left_2017_02_10_10_46_11_712.jpg, sharp_turn/right_2017_02_10_10_46_11_712.jpg, 1, 0, 0, 2.924704
sharp_turn/center_2017_02_10_10_46_11_823.jpg, sharp_turn/left_2017_02_10_10_46_11_823.jpg, sharp_turn/right_2017_02_10_10_46_11_823.jpg, 1, 0, 0, 2.877713
sharp_turn/center_2017_02_10_10_46_11_924.jpg, sharp_turn/left_2017_02_10_10_46_11_924.jpg, sharp_turn/right_2017_02_10_10_46_11_924.jpg, 1, 0, 0, 2.831184
sharp_turn/center_2017_02_10_10_46_12_030.jpg, sharp_turn/left_2017_02_10_10_46_12_030.jpg, sharp_turn/right_2017_02_10_10_46_12_030.jpg, 1, 0.113223, 0, 2.827745
sharp_turn/center_2017_02_10_10_46_12_145.jpg, sharp_turn/left_2017_02_10_10_46_12_145.jpg, sharp_turn/right_2017_02_10_10_46_12_145.jpg, 1, 0.401787, 0, 3.108016
sharp_turn/center_2017_02_10_10_46_12_248.jpg, sharp_turn/left_2017_02_10_10_46_12_248.jpg, sharp_turn/right_2017_02_10_10_46_12_248.jpg, 1, 0.5383109, 0, 3.895892
sharp_turn/center_2017_02_10_10_46_12_359.jpg, sharp_turn/left_2017_02_10_10_46_12_359.jpg, sharp_turn/right_2017_02_10_10_46_12_359.jpg, 1, 0.204051, 0, 4.249834
sharp_turn/center_2017_02_10_10_46_12_461.jpg, sharp_turn/left_2017_02_10_10_46_12_461.jpg, sharp_turn/right_2017_02_10_10_46_12_461.jpg, 1, 0.152919, 0, 4.338408
sharp_turn/center_2017_02_10_10_46_12_582.jpg, sharp_turn/left_2017_02_10_10_46_12_582.jpg, sharp_turn/right_2017_02_10_10_46_12_582.jpg, 1, 0, 0, 4.284171
sharp_turn/center_2017_02_10_10_46_12_694.jpg, sharp_turn/left_2017_02_10_10_46_12_694.jpg, sharp_turn/right_2017_02_10_10_46_12_694.jpg, 1, 0, 0, 4.206178
sharp_turn/center_2017_02_10_10_46_12_797.jpg, sharp_turn/left_2017_02_10_10_46_12_797.jpg, sharp_turn/right_2017_02_10_10_46_12_797.jpg, 0.8096109, 0, 0, 4.163262
sharp_turn/center_2017_02_10_10_46_12_912.jpg, sharp_turn/left_2017_02_10_10_46_12_912.jpg, sharp_turn/right_2017_02_10_10_46_12_912.jpg, 1, 0, 0, 4.06757
sharp_turn/center_2017_02_10_10_46_13_026.jpg, sharp_turn/left_2017_02_10_10_46_13_026.jpg, sharp_turn/right_2017_02_10_10_46_13_026.jpg, 0.848536, 0, 0, 4.007792
sharp_turn/center_2017_02_10_10_46_13_130.jpg, sharp_turn/left_2017_02_10_10_46_13_130.jpg, sharp_turn/right_2017_02_10_10_46_13_130.jpg, 0.8202282, 0, 0, 3.96648
sharp_turn/center_2017_02_10_10_46_13_242.jpg, sharp_turn/left_2017_02_10_10_46_13_242.jpg, sharp_turn/right_2017_02_10_10_46_13_242.jpg, 1, 0, 0, 3.870091
sharp_turn/center_2017_02_10_10_46_13_345.jpg, sharp_turn/left_2017_02_10_10_46_13_345.jpg, sharp_turn/right_2017_02_10_10_46_13_345.jpg, 0.6935891, 0, 0, 3.841359
sharp_turn/center_2017_02_10_10_46_13_445.jpg, sharp_turn/left_2017_02_10_10_46_13_445.jpg, sharp_turn/right_2017_02_10_10_46_13_445.jpg, 0.4448291, 0, 0, 3.816133
sharp_turn/center_2017_02_10_10_46_13_561.jpg, sharp_turn/left_2017_02_10_10_46_13_561.jpg, sharp_turn/right_2017_02_10_10_46_13_561.jpg, 0.04336905, 0, 0, 3.77062
sharp_turn/center_2017_02_10_10_46_13_668.jpg, sharp_turn/left_2017_02_10_10_46_13_668.jpg, sharp_turn/right_2017_02_10_10_46_13_668.jpg, 0, 0, 0, 3.721937
sharp_turn/center_2017_02_10_10_46_13_779.jpg, sharp_turn/left_2017_02_10_10_46_13_779.jpg, sharp_turn/right_2017_02_10_10_46_13_779.jpg, 0, 0, 0, 3.683332
sharp_turn/center_2017_02_10_10_46_13_880.jpg, sharp_turn/left_2017_02_10_10_46_13_880.jpg, sharp_turn/right_2017_02_10_10_46_13_880.jpg, 0, 0, 0, 3.645114
sharp_turn/center_2017_02_10_10_46_19_175.jpg, sharp_turn/left_2017_02_10_10_46_19_175.jpg, sharp_turn/right_2017_02_10_10_46_19_175.jpg, 0, 0, 0, 3.416429
sharp_turn/center_2017_02_10_10_46_19_294.jpg, sharp_turn/left_2017_02_10_10_46_19_294.jpg, sharp_turn/right_2017_02_10_10_46_19_294.jpg, -0.2304751, 0, 0, 3.361878
sharp_turn/center_2017_02_10_10_46_19_410.jpg, sharp_turn/left_2017_02_10_10_46_19_410.jpg, sharp_turn/right_2017_02_10_10_46_19_410.jpg, -0.5769991, 0, 0, 3.284583
sharp_turn/center_2017_02_10_10_46_19_528.jpg, sharp_turn/left_2017_02_10_10_46_19_528.jpg, sharp_turn/right_2017_02_10_10_46_19_528.jpg, -0.931023, 0, 0, 3.18349
sharp_turn/center_2017_02_10_10_46_19_630.jpg, sharp_turn/left_2017_02_10_10_46_19_630.jpg, sharp_turn/right_2017_02_10_10_46_19_630.jpg, -1, 0, 0, 3.111455
sharp_turn/center_2017_02_10_10_46_19_742.jpg, sharp_turn/left_2017_02_10_10_46_19_742.jpg, sharp_turn/right_2017_02_10_10_46_19_742.jpg, -1, 0, 0, 3.057845
sharp_turn/center_2017_02_10_10_46_19_846.jpg, sharp_turn/left_2017_02_10_10_46_19_846.jpg, sharp_turn/right_2017_02_10_10_46_19_846.jpg, -1, 0.31086, 0, 3.255184
sharp_turn/center_2017_02_10_10_46_19_962.jpg, sharp_turn/left_2017_02_10_10_46_19_962.jpg, sharp_turn/right_2017_02_10_10_46_19_962.jpg, -1, 0.5450669, 0, 3.79312
sharp_turn/center_2017_02_10_10_46_20_076.jpg, sharp_turn/left_2017_02_10_10_46_20_076.jpg, sharp_turn/right_2017_02_10_10_46_20_076.jpg, -1, 0.202053, 0, 4.231584
sharp_turn/center_2017_02_10_10_46_20_177.jpg, sharp_turn/left_2017_02_10_10_46_20_177.jpg, sharp_turn/right_2017_02_10_10_46_20_177.jpg, -1, 0.271233, 0, 4.363465
sharp_turn/center_2017_02_10_10_46_20_294.jpg, sharp_turn/left_2017_02_10_10_46_20_294.jpg, sharp_turn/right_2017_02_10_10_46_20_294.jpg, -1, 0.6223771, 0, 4.967669
sharp_turn/center_2017_02_10_10_46_20_395.jpg, sharp_turn/left_2017_02_10_10_46_20_395.jpg, sharp_turn/right_2017_02_10_10_46_20_395.jpg, -1, 0.9251581, 0, 5.851894
sharp_turn/center_2017_02_10_10_46_20_496.jpg, sharp_turn/left_2017_02_10_10_46_20_496.jpg, sharp_turn/right_2017_02_10_10_46_20_496.jpg, -1, 0.8138801, 0, 6.861547
sharp_turn/center_2017_02_10_10_46_20_616.jpg, sharp_turn/left_2017_02_10_10_46_20_616.jpg, sharp_turn/right_2017_02_10_10_46_20_616.jpg, -0.9571242, 0.4552391, 0, 7.634677
sharp_turn/center_2017_02_10_10_46_20_728.jpg, sharp_turn/left_2017_02_10_10_46_20_728.jpg, sharp_turn/right_2017_02_10_10_46_20_728.jpg, -1, 0.116782, 0, 7.861468
sharp_turn/center_2017_02_10_10_46_20_830.jpg, sharp_turn/left_2017_02_10_10_46_20_830.jpg, sharp_turn/right_2017_02_10_10_46_20_830.jpg, -0.8253129, 0, 0, 7.791214
sharp_turn/center_2017_02_10_10_46_20_948.jpg, sharp_turn/left_2017_02_10_10_46_20_948.jpg, sharp_turn/right_2017_02_10_10_46_20_948.jpg, -0.9005049, 0, 0, 7.690293
sharp_turn/center_2017_02_10_10_46_21_060.jpg, sharp_turn/left_2017_02_10_10_46_21_060.jpg, sharp_turn/right_2017_02_10_10_46_21_060.jpg, -0.8178011, 0, 0, 7.571927
